Subject,Task,Method,RawPath,PreprocPath,RawLen,PreprocLen,Fs,RPPGSource
s55,T1,OMIT,dataset_numpy\s55\Landmark_s55_T1_OMIT_rppg.npy,artifacts\preprocessed\s55_T1_OMIT.npy,6262,11520,64,face_landmarker
s55,T1,GREEN,dataset_numpy\s55\Landmark_s55_T1_GREEN_rppg.npy,artifacts\preprocessed\s55_T1_GREEN.npy,6262,11520,64,face_landmarker
s55,T1,CHROM,dataset_numpy\s55\Landmark_s55_T1_CHROM_rppg.npy,artifacts\preprocessed\s55_T1_CHROM.npy,6262,11520,64,face_landmarker
s55,T3,PPG,dataset_numpy\s55\bvp_s55_T3.csv,artifacts\preprocessed\s55_T3_PPG.npy,11520,11520,64,PPG
s55,T3,POS,dataset_numpy\s55\Landmark_s55_T3_POS_rppg.npy,artifacts\preprocessed\s55_T3_POS.npy,6254,11520,64,face_landmarker
s55,T3,LGI,dataset_numpy\s55\Landmark_s55_T3_LGI_rppg.npy,artifacts\preprocessed\s55_T3_LGI.npy,6254,11520,64,face_landmarker
s55,T3,OMIT,dataset_numpy\s55\Landmark_s55_T3_OMIT_rppg.npy,artifacts\preprocessed\s55_T3_OMIT.npy,6254,11520,64,face_landmarker
s55,T3,GREEN,dataset_numpy\s55\Landmark_s55_T3_GREEN_rppg.npy,artifacts\preprocessed\s55_T3_GREEN.npy,6254,11520,64,face_landmarker
s55,T3,CHROM,dataset_numpy\s55\Landmark_s55_T3_CHROM_rppg.npy,artifacts\preprocessed\s55_T3_CHROM.npy,6254,11520,64,face_landmarker
s56,T1,PPG,dataset_numpy\s56\bvp_s56_T1.csv,artifacts\preprocessed\s56_T1_PPG.npy,11520,11520,64,PPG
s56,T1,POS,dataset_numpy\s56\Landmark_s56_T1_POS_rppg.npy,artifacts\preprocessed\s56_T1_POS.npy,5831,11520,64,face_landmarker
s56,T1,LGI,dataset_numpy\s56\Landmark_s56_T1_LGI_rppg.npy,artifacts\preprocessed\s56_T1_LGI.npy,5831,11520,64,face_landmarker
s56,T1,OMIT,dataset_numpy\s56\Landmark_s56_T1_OMIT_rppg.npy,artifacts\preprocessed\s56_T1_OMIT.npy,5831,11520,64,face_landmarker
s56,T1,GREEN,dataset_numpy\s56\Landmark_s56_T1_GREEN_rppg.npy,artifacts\preprocessed\s56_T1_GREEN.npy,5831,11520,64,face_landmarker
s56,T1,CHROM,dataset_numpy\s56\Landmark_s56_T1_CHROM_rppg.npy,artifacts\preprocessed\s56_T1_CHROM.npy,5831,11520,64,face_landmarker
s56,T3,PPG,dataset_numpy\s56\bvp_s56_T3.csv,artifacts\preprocessed\s56_T3_PPG.npy,11520,11520,64,PPG
s56,T3,POS,dataset_numpy\s56\Landmark_s56_T3_POS_rppg.npy,artifacts\preprocessed\s56_T3_POS.npy,6213,11520,64,face_landmarker
s56,T3,LGI,dataset_numpy\s56\Landmark_s56_T3_LGI_rppg.npy,artifacts\preprocessed\s56_T3_LGI.npy,6213,11520,64,face_landmarker
s56,T3,OMIT,dataset_numpy\s56\Landmark_s56_T3_OMIT_rppg.npy,artifacts\preprocessed\s56_T3_OMIT.npy,6213,11520,64,face_landmarker
s56,T3,GREEN,dataset_numpy\s56\Landmark_s56_T3_GREEN_rppg.npy,artifacts\preprocessed\s56_T3_GREEN.npy,6213,11520,64,face_landmarker
s56,T3,CHROM,dataset_numpy\s56\Landmark_s56_T3_CHROM_rppg.npy,artifacts\preprocessed\s56_T3_CHROM.npy,6213,11520,64,face_landmarker
